minuto_utc,num_ticks_last,volume_total,last_first,last_last,last_high,last_low,bid_min,bid_max,bid_avg,ask_min,ask_max,ask_avg,spread_avg,spread_median,spread_min,spread_max,spread_n_amostras
2025-05-13T17:56:00Z,3146,3488,21312.75,21302.0,21313.0,21296.0,21296.0,21312.75,21302.97620767636,21296.25,21313.25,21303.40101723823,0.42480956186773255,0.25,0.25,1.0,3146
2025-05-13T17:57:00Z,2063,2377,21302.25,21301.0,21308.0,21297.75,21297.5,21307.75,21303.131775849717,21297.75,21308.0,21303.447206477733,0.31543062801574706,0.5,0.25,1.25,2063
2025-05-13T17:58:00Z,1365,1552,21300.75,21301.75,21306.5,21300.25,21300.25,21306.0,21303.351317377314,21300.75,21306.5,21303.688517840805,0.33720046349117183,0.25,0.25,1.0,1365
2025-05-13T17:59:00Z,1937,2169,21301.5,21296.5,21305.75,21293.75,21293.75,21305.5,21298.876492731048,21294.25,21305.75,21299.273443983402,0.3969512523544836,0.5,0.25,1.75,1937
2025-05-13T18:00:00Z,4756,5491,21296.5,21288.0,21304.5,21280.25,21280.0,21304.0,21291.46118631553,21282.25,21304.5,21291.48757250317,0.026386187641037395,0.5,0.25,2.5,4756
2025-05-13T18:01:00Z,2615,2884,21287.75,21279.0,21288.5,21278.0,21278.0,21288.5,21282.02245591477,21278.25,21288.75,21282.372006926613,0.34955101184459636,0.5,0.25,1.25,2615
2025-05-13T18:02:00Z,3021,3447,21279.75,21289.5,21291.0,21274.5,21274.5,21290.75,21285.266213360785,21274.75,21291.0,21285.496759937098,0.23054657631291775,0.25,0.25,1.0,3021
2025-05-13T18:03:00Z,1730,1893,21289.5,21288.5,21293.0,21284.75,21284.75,21292.75,21288.549054167248,21285.0,21293.0,21288.9139876754,0.36493350815362646,0.5,0.25,0.75,1730
2025-05-13T18:04:00Z,2158,2382,21288.75,21296.0,21298.0,21288.75,21288.25,21297.75,21294.813735815722,21288.75,21298.0,21295.043862479386,0.23012666366412304,0.25,0.25,0.75,2158
2025-05-13T18:05:00Z,2531,2759,21295.75,21302.75,21306.0,21295.0,21294.5,21305.75,21300.918771929824,21295.0,21306.0,21301.213418958316,0.29464702849145397,0.25,0.25,1.0,2531
2025-05-13T18:06:00Z,1608,1799,21303.0,21308.0,21308.25,21301.0,21301.0,21308.0,21304.280192923263,21301.5,21308.5,21304.710902085222,0.4307091619593848,0.25,0.25,0.75,1608
2025-05-13T18:07:00Z,1897,2118,21307.5,21300.5,21308.25,21296.75,21296.5,21308.0,21302.200921542102,21297.0,21308.5,21302.380451329813,0.179529787710635,0.25,0.25,1.0,1897
2025-05-13T18:08:00Z,1930,2185,21301.0,21292.75,21301.25,21292.25,21292.0,21301.25,21296.006260247428,21292.25,21301.75,21296.43556372365,0.42930347622314,0.25,0.25,1.0,1930
2025-05-13T18:09:00Z,1298,1438,21292.5,21291.5,21298.25,21290.0,21289.75,21298.0,21293.587220360474,21290.0,21298.5,21294.0435751203,0.456354759826354,0.25,0.25,0.75,1298
2025-05-13T18:10:00Z,1730,1926,21291.5,21302.0,21304.5,21291.0,21290.75,21304.5,21298.83429352397,21291.0,21304.75,21298.958186222186,0.12389269821505877,0.25,0.25,0.5,1730
2025-05-13T18:11:00Z,1175,1279,21302.0,21303.75,21304.75,21297.5,21297.25,21304.25,21301.18580837707,21297.75,21304.75,21301.564114194236,0.37830581716480083,0.5,0.25,1.0,1175
2025-05-13T18:12:00Z,975,1081,21303.0,21306.75,21307.25,21296.75,21296.75,21307.0,21301.428756324272,21297.0,21307.5,21301.875898520084,0.4471421958114661,0.25,0.25,0.5,975
2025-05-13T18:13:00Z,1092,1191,21306.0,21305.0,21306.75,21298.5,21298.5,21306.5,21302.697932053175,21299.0,21306.75,21303.069954828472,0.3720227752965002,0.25,0.25,0.75,1092
2025-05-13T18:14:00Z,934,1022,21304.5,21307.25,21308.0,21304.25,21304.0,21307.75,21306.142451347758,21304.5,21308.25,21306.48189153118,0.33944018342299387,0.25,0.25,0.5,934
2025-05-13T18:15:00Z,1705,1908,21307.25,21301.0,21311.0,21299.75,21299.5,21309.25,21304.553748806113,21299.75,21311.0,21304.98698453608,0.4332357299681462,0.25,0.25,1.0,1705
2025-05-13T18:16:00Z,1436,1629,21301.25,21299.25,21305.25,21296.0,21295.75,21305.25,21300.120715773526,21296.0,21305.5,21300.465241304133,0.3445255306069157,0.5,0.25,1.25,1436
2025-05-13T18:17:00Z,1002,1152,21299.25,21297.25,21302.5,21293.75,21293.75,21302.0,21297.159317699887,21294.5,21302.5,21297.5355466514,0.3762289515143493,0.5,0.25,1.0,1002
2025-05-13T18:18:00Z,1750,2010,21297.25,21310.0,21310.25,21292.5,21292.5,21310.0,21299.618253588516,21293.0,21310.25,21299.914640389045,0.2963868005281256,0.25,0.25,1.25,1750
2025-05-13T18:19:00Z,2230,2494,21310.0,21306.5,21314.5,21306.25,21306.0,21312.75,21309.5912861137,21306.25,21314.5,21310.055178112376,0.46389199867553543,0.25,0.25,1.0,2230
2025-05-13T18:20:00Z,1628,1829,21306.25,21313.5,21314.5,21302.0,21301.75,21314.25,21308.618462791495,21302.0,21314.75,21308.938103787295,0.3196409958000004,0.25,0.25,0.5,1628
2025-05-13T18:21:00Z,1206,1356,21313.5,21307.5,21314.5,21306.5,21306.5,21314.25,21310.075316203565,21306.75,21314.5,21310.332381091903,0.25706488833748153,0.25,0.25,0.5,1206
2025-05-13T18:22:00Z,1014,1146,21307.75,21306.0,21313.25,21304.0,21304.0,21313.0,21309.07449097397,21304.75,21313.25,21309.45361814784,0.37912717387007433,0.25,0.25,0.75,1014
2025-05-13T18:23:00Z,941,1058,21306.0,21311.25,21314.25,21306.0,21305.5,21314.0,21310.839914063406,21306.0,21314.25,21311.153163950145,0.3132498867380491,0.25,0.25,0.75,941
2025-05-13T18:24:00Z,541,586,21311.25,21311.25,21312.0,21308.25,21308.0,21312.0,21310.62254901961,21308.25,21312.25,21310.928261901936,0.30571288232749794,0.25,0.25,0.5,541
2025-05-13T18:25:00Z,747,826,21311.25,21308.0,21313.75,21306.75,21306.75,21313.75,21310.59013074164,21307.25,21314.0,21310.927460202605,0.3373294609664299,0.25,0.25,0.75,747
2025-05-13T18:26:00Z,585,667,21308.25,21310.5,21313.25,21307.0,21306.75,21313.25,21309.766501240694,21307.0,21313.5,21309.974471682162,0.20797044146820554,0.25,0.25,0.5,585
2025-05-13T18:27:00Z,663,736,21311.0,21309.0,21312.75,21307.75,21307.5,21312.5,21310.2981484292,21307.75,21312.75,21310.59212193191,0.293973502710287,0.25,0.25,1.25,663
2025-05-13T18:28:00Z,1040,1157,21309.0,21302.75,21312.0,21302.25,21302.25,21312.0,21308.313414076783,21302.5,21312.25,21308.577951709798,0.26453763301469735,0.25,0.25,0.75,1040
2025-05-13T18:29:00Z,1084,1245,21302.75,21303.25,21307.25,21301.0,21301.0,21307.0,21304.288959576625,21301.25,21307.5,21304.615246435387,0.32628685876261443,0.25,0.25,0.75,1084
2025-05-13T18:30:00Z,1386,1537,21303.75,21305.25,21310.25,21301.25,21301.0,21310.25,21305.204236805726,21301.25,21310.5,21305.61844081088,0.4142040051519871,0.25,0.25,0.75,1386
2025-05-13T18:31:00Z,1699,1894,21305.0,21299.0,21308.0,21296.0,21295.75,21307.25,21301.221008776254,21296.25,21308.0,21301.546884513904,0.32587573764976696,0.25,0.25,1.25,1699
2025-05-13T18:32:00Z,960,1034,21299.0,21297.25,21302.0,21296.25,21296.0,21301.75,21299.656346997752,21296.25,21302.0,21300.030110062893,0.37376306514124735,0.25,0.25,1.25,960
2025-05-13T18:33:00Z,1180,1283,21297.25,21292.75,21301.5,21292.0,21292.0,21301.25,21297.123291925465,21292.25,21301.5,21297.377860469827,0.2545685443619732,0.25,0.25,1.0,1180
2025-05-13T18:34:00Z,1547,1682,21293.0,21295.5,21298.5,21290.0,21290.0,21298.25,21294.170506444738,21290.25,21298.5,21294.424453472624,0.25394702788616996,0.25,0.25,0.75,1547
2025-05-13T18:35:00Z,1056,1151,21295.5,21297.5,21299.0,21291.75,21291.75,21298.75,21295.3874470339,21292.0,21299.0,21295.76262935351,0.375182319610758,0.25,0.25,1.0,1056
2025-05-13T18:36:00Z,1189,1303,21297.5,21300.5,21303.5,21294.25,21294.25,21303.25,21299.11795160383,21294.5,21303.5,21299.200212210253,0.0822606064248248,0.25,0.25,0.75,1189
2025-05-13T18:37:00Z,1451,1582,21300.25,21301.0,21308.75,21297.75,21297.5,21308.25,21303.434153144015,21297.75,21308.75,21303.686521877993,0.2523687339780736,0.5,0.25,0.75,1451
2025-05-13T18:38:00Z,1229,1347,21300.5,21301.75,21306.25,21296.75,21296.75,21306.0,21300.644559130338,21297.25,21306.25,21300.99504950495,0.350490374610672,0.25,0.25,0.75,1229
2025-05-13T18:39:00Z,636,685,21301.75,21298.25,21302.5,21297.5,21297.5,21302.5,21299.681807511737,21298.0,21302.75,21300.03750214298,0.35569463124193135,0.25,0.25,0.5,636
2025-05-13T18:40:00Z,1393,1588,21298.25,21293.0,21302.25,21291.75,21291.5,21301.75,21295.89459215863,21291.75,21302.25,21296.155651117137,0.26105895850560046,0.25,0.25,0.75,1393
2025-05-13T18:41:00Z,1837,2044,21292.75,21295.5,21297.5,21287.75,21287.5,21297.25,21292.513767565513,21287.75,21297.75,21292.701931518877,0.18816395336398273,0.25,0.25,0.75,1837
2025-05-13T18:42:00Z,796,869,21295.25,21295.0,21299.0,21292.25,21292.0,21298.25,21295.593969637335,21292.25,21299.0,21295.93767358815,0.3437039508135058,0.25,0.25,1.0,796
2025-05-13T18:43:00Z,1005,1112,21295.25,21290.5,21295.75,21289.0,21289.0,21295.75,21292.196995531514,21289.25,21296.0,21292.535796074153,0.3388005426386371,0.5,0.25,1.0,1005
2025-05-13T18:44:00Z,1620,1809,21290.5,21290.0,21290.75,21283.75,21283.75,21290.75,21286.873890672206,21284.25,21291.0,21287.14183003514,0.26793936293324805,0.25,0.25,0.5,1620
2025-05-13T18:45:00Z,2393,2701,21289.5,21288.5,21294.0,21281.0,21281.0,21293.5,21287.2148026817,21281.25,21294.0,21287.517729959083,0.30292727738196845,0.5,0.25,2.25,2393
2025-05-13T18:46:00Z,1783,1941,21289.0,21281.0,21291.0,21280.25,21280.25,21290.75,21286.348223925717,21280.75,21291.25,21286.6668475901,0.3186236643814482,0.5,0.25,1.0,1783
2025-05-13T18:47:00Z,1179,1281,21281.25,21284.75,21286.75,21279.25,21279.0,21286.75,21283.864130434784,21279.5,21287.0,21284.106857523304,0.24272708852004143,0.25,0.25,0.75,1179
2025-05-13T18:48:00Z,866,945,21284.75,21289.75,21291.0,21283.75,21283.5,21290.75,21286.30365498925,21283.75,21291.0,21286.606965944273,0.3033109550233348,0.25,0.25,0.75,866
2025-05-13T18:49:00Z,1261,1400,21290.25,21290.5,21295.0,21287.0,21286.75,21294.5,21290.562538763697,21287.0,21295.25,21290.83863839785,0.27609963415306993,0.25,0.25,0.75,1261
2025-05-13T18:50:00Z,993,1109,21290.25,21285.0,21290.25,21283.5,21283.25,21290.5,21286.28610010803,21284.0,21290.75,21286.569626054013,0.28352594598254655,0.25,0.25,0.5,993
2025-05-13T18:51:00Z,763,836,21285.25,21286.5,21288.0,21282.5,21282.5,21288.0,21285.326196206115,21283.0,21288.25,21285.62203194704,0.2958357409261225,0.25,0.25,0.75,763
2025-05-13T18:52:00Z,1200,1343,21286.5,21290.75,21294.0,21285.5,21285.25,21293.25,21289.074872674933,21285.5,21294.0,21289.239752066114,0.16487939118087525,0.5,0.25,1.75,1200
2025-05-13T18:53:00Z,1968,2185,21291.25,21297.25,21299.75,21290.0,21289.75,21299.75,21295.71320284407,21290.25,21300.0,21296.0498979691,0.33669512503183796,0.25,0.25,0.75,1968
2025-05-13T18:54:00Z,1644,1794,21296.75,21300.25,21303.5,21295.5,21295.5,21302.0,21299.166286842905,21295.75,21303.5,21299.44420010995,0.27791326704391395,0.25,0.25,1.25,1644
2025-05-13T18:55:00Z,1176,1312,21300.25,21300.25,21302.0,21294.5,21294.25,21301.75,21298.288086514596,21294.5,21302.25,21298.591961252987,0.3038747383907321,0.25,0.25,0.75,1176
2025-05-13T18:56:00Z,2952,3289,21300.0,21315.25,21315.75,21298.25,21297.75,21315.5,21306.942329272202,21298.25,21315.75,21307.55955380364,0.6172245314373868,0.25,0.25,1.25,2952
2025-05-13T18:57:00Z,3176,3505,21315.5,21325.25,21326.5,21311.75,21311.75,21326.25,21318.68656481611,21312.25,21326.75,21318.976074003236,0.289509187125077,0.5,0.25,3.5,3176
2025-05-13T18:58:00Z,2417,2686,21325.25,21329.0,21331.0,21322.75,21322.5,21330.25,21326.27189417178,21322.75,21331.0,21326.522578099037,0.25068392725734157,0.25,0.25,1.5,2417
2025-05-13T18:59:00Z,1628,1811,21329.5,21327.25,21331.25,21324.0,21324.0,21331.25,21327.15542697526,21324.5,21331.5,21327.576002280068,0.4205753048081533,0.25,0.25,0.75,1628
2025-05-13T19:00:00Z,2783,3073,21327.0,21314.5,21329.0,21313.25,21313.0,21328.75,21322.466623203156,21313.25,21329.0,21322.830297959972,0.3636747568161809,0.5,0.25,1.25,2783
2025-05-13T19:01:00Z,1866,2068,21314.0,21322.0,21324.25,21311.0,21311.0,21324.0,21318.583456455715,21311.5,21324.25,21318.842744383728,0.2592879280127818,0.5,0.25,0.75,1866
2025-05-13T19:02:00Z,1235,1352,21322.0,21324.25,21327.25,21319.0,21318.75,21327.0,21323.60404496859,21319.25,21327.25,21324.0207989889,0.416754020308872,0.25,0.25,0.75,1235
2025-05-13T19:03:00Z,928,1041,21324.25,21325.0,21325.0,21320.75,21320.75,21325.25,21322.97541792431,21321.0,21325.5,21323.357861998204,0.3824440738935664,0.5,0.25,1.5,928
2025-05-13T19:04:00Z,717,803,21325.25,21323.5,21327.0,21320.5,21320.25,21327.0,21323.47015765766,21320.75,21327.25,21323.819827138028,0.34966948036890244,0.25,0.25,0.5,717
2025-05-13T19:05:00Z,1543,1750,21323.75,21326.75,21328.5,21319.5,21319.25,21328.25,21323.545706901503,21319.5,21328.5,21323.86693508789,0.3212281863889075,0.5,0.25,1.0,1543
2025-05-13T19:06:00Z,1411,1619,21326.5,21328.0,21331.75,21326.0,21325.75,21331.25,21328.52037217222,21326.0,21331.75,21328.930176905367,0.40980473314630217,0.5,0.25,0.75,1411
2025-05-13T19:07:00Z,883,998,21329.0,21326.5,21329.25,21324.75,21324.5,21329.25,21326.79119031607,21325.0,21329.5,21327.16899865138,0.3778083353099646,0.5,0.25,1.0,883
2025-05-13T19:08:00Z,904,1073,21326.25,21326.25,21330.25,21325.0,21324.5,21330.25,21327.87519248537,21325.0,21330.75,21328.245224555263,0.3700320698917494,0.25,0.25,1.0,904
2025-05-13T19:09:00Z,2331,2566,21326.25,21316.5,21326.5,21312.0,21312.0,21326.5,21317.60125115848,21312.25,21326.75,21317.641579107658,0.040327949176571565,0.5,0.25,1.5,2331
2025-05-13T19:10:00Z,1448,1608,21316.5,21324.75,21326.75,21314.5,21314.25,21326.5,21321.89371043496,21314.75,21326.75,21322.323268444827,0.4295580098660139,0.25,0.25,0.75,1448
2025-05-13T19:11:00Z,1236,1378,21325.5,21330.0,21330.5,21322.5,21322.25,21330.25,21326.825813609466,21322.75,21330.5,21327.125293536028,0.2994799265616166,0.25,0.25,0.75,1236
2025-05-13T19:12:00Z,1473,1614,21330.0,21331.0,21334.0,21329.0,21328.75,21334.0,21331.957833859095,21329.25,21334.25,21332.28170825126,0.3238743921647256,0.5,0.25,0.75,1473
2025-05-13T19:13:00Z,1458,1621,21331.25,21328.5,21332.25,21325.5,21325.25,21332.25,21328.796625174375,21325.5,21332.75,21329.157494279178,0.36086910480298684,0.25,0.25,0.75,1458
2025-05-13T19:14:00Z,690,755,21328.5,21332.0,21333.0,21328.5,21328.25,21333.0,21330.94127889745,21328.5,21333.25,21331.28778035576,0.34650145830892143,0.25,0.25,0.75,690
2025-05-13T19:15:00Z,965,1061,21332.0,21334.25,21335.75,21329.5,21329.25,21335.0,21331.99886119195,21329.75,21335.75,21332.356592465752,0.35773127380161895,0.25,0.25,0.75,965
2025-05-13T19:16:00Z,1931,2166,21333.75,21340.0,21341.5,21332.75,21332.25,21341.25,21337.19254209276,21332.75,21341.5,21337.537739110394,0.34519701763565536,0.25,0.25,1.0,1931
2025-05-13T19:17:00Z,1565,1733,21340.0,21332.75,21341.0,21330.75,21330.75,21340.25,21335.804242596812,21331.0,21341.0,21336.187576687116,0.38333409030383336,0.25,0.25,0.5,1565
2025-05-13T19:18:00Z,928,1026,21332.5,21334.25,21336.5,21331.0,21331.0,21336.5,21334.32170025357,21331.25,21336.75,21334.645607656923,0.32390740335176815,0.25,0.25,0.5,928
2025-05-13T19:19:00Z,614,684,21334.0,21333.5,21337.25,21333.5,21333.25,21337.0,21335.03384076615,21333.5,21337.25,21335.390774015203,0.35693324905150803,0.25,0.25,0.5,614
2025-05-13T19:20:00Z,2120,2317,21333.5,21333.75,21335.0,21325.5,21325.5,21334.5,21329.547291528317,21325.75,21335.0,21329.894347148358,0.34705562004091917,0.25,0.25,0.75,2120
2025-05-13T19:21:00Z,1567,1768,21333.5,21325.5,21336.75,21325.0,21324.75,21336.25,21329.665136226035,21325.0,21336.75,21330.04667238749,0.38153616145427804,0.25,0.25,0.75,1567
2025-05-13T19:22:00Z,1376,1522,21325.5,21325.75,21327.0,21320.5,21320.5,21326.75,21323.78459072237,21321.0,21327.25,21324.23075791744,0.4461671950703021,0.25,0.25,0.75,1376
2025-05-13T19:23:00Z,1276,1419,21325.75,21316.75,21326.5,21316.25,21316.25,21326.25,21321.006799346327,21316.5,21326.75,21321.396744899164,0.3899455528371618,0.25,0.25,1.0,1276
2025-05-13T19:24:00Z,1065,1160,21316.75,21320.25,21323.25,21316.75,21316.5,21323.0,21319.45773496789,21316.75,21323.5,21319.80643817684,0.34870320895061013,0.25,0.25,1.0,1065
2025-05-13T19:25:00Z,1234,1347,21320.25,21324.0,21327.75,21316.75,21316.5,21327.5,21323.674751112052,21316.75,21328.0,21324.208632900525,0.5338817884730815,0.5,0.25,0.75,1234
2025-05-13T19:26:00Z,835,989,21324.25,21322.5,21325.5,21319.75,21319.75,21325.25,21322.392274316797,21320.0,21325.5,21322.756817055033,0.3645427382361959,0.25,0.25,0.75,835
2025-05-13T19:27:00Z,463,487,21322.0,21323.5,21324.25,21320.75,21320.5,21324.0,21322.23237205524,21320.75,21324.25,21322.578173884405,0.3458018291639746,0.25,0.25,0.5,463
2025-05-13T19:28:00Z,1422,1564,21323.5,21328.0,21331.5,21322.75,21322.5,21331.5,21327.52110546686,21322.75,21331.75,21327.778015975568,0.25691050870591425,0.25,0.25,0.5,1422
2025-05-13T19:29:00Z,1133,1325,21327.75,21321.0,21329.5,21320.0,21320.0,21329.5,21324.435556508684,21320.5,21329.75,21324.86215306004,0.4265965513550327,0.25,0.25,0.75,1133
2025-05-13T19:30:00Z,1643,1810,21320.75,21327.75,21328.25,21317.0,21317.0,21327.5,21321.437899178833,21317.25,21328.25,21321.826206841433,0.3883076626007096,0.25,0.25,1.0,1643
2025-05-13T19:31:00Z,1040,1149,21327.0,21329.0,21329.5,21323.25,21323.0,21329.5,21326.71783730975,21323.25,21329.75,21327.061159628563,0.3433223188148986,0.25,0.25,1.25,1040
2025-05-13T19:32:00Z,1208,1336,21329.0,21329.25,21333.0,21325.25,21325.25,21332.5,21328.522295965984,21325.75,21333.0,21328.865989875645,0.34369390966094215,0.25,0.25,0.75,1208
2025-05-13T19:33:00Z,1200,1317,21329.0,21331.0,21334.5,21327.5,21327.5,21334.25,21331.157305143577,21328.0,21334.75,21331.6152400718,0.4579349282212206,0.25,0.25,0.5,1200
2025-05-13T19:34:00Z,878,946,21330.75,21326.25,21331.75,21324.0,21323.75,21331.5,21327.614270318245,21324.25,21331.75,21327.796899426783,0.18262910853809444,0.5,0.25,0.75,878
2025-05-13T19:35:00Z,1381,1529,21326.25,21318.75,21326.75,21318.75,21318.75,21326.25,21322.508762600573,21319.0,21326.75,21322.851862464184,0.343099863610405,0.25,0.25,0.75,1381
2025-05-13T19:36:00Z,1200,1316,21318.75,21324.75,21326.75,21318.0,21317.75,21326.25,21321.61880074342,21318.25,21326.75,21322.02651864845,0.40771790502913063,0.25,0.25,0.75,1200
2025-05-13T19:37:00Z,1852,2057,21325.25,21337.75,21338.75,21325.0,21325.0,21338.5,21332.47043105733,21325.25,21339.0,21332.476664270955,0.0062332136258191895,0.25,0.25,0.5,1852
2025-05-13T19:38:00Z,2321,2580,21338.0,21333.75,21343.0,21330.75,21330.5,21342.0,21335.770881259956,21331.0,21343.0,21335.906215671916,0.13533441195977503,0.25,0.25,1.75,2321
2025-05-13T19:39:00Z,1145,1290,21333.75,21330.5,21333.75,21327.0,21327.0,21333.75,21329.735257587214,21327.5,21334.0,21330.04902012433,0.31376253711641766,0.25,0.25,1.0,1145
2025-05-13T19:40:00Z,1153,1306,21330.5,21326.5,21333.5,21325.0,21325.0,21332.75,21329.642826391133,21325.25,21333.5,21330.09631815627,0.45349176513627754,0.5,0.25,3.25,1153
2025-05-13T19:41:00Z,1440,1605,21326.75,21319.5,21328.75,21319.0,21319.0,21328.75,21323.958997782236,21319.25,21329.0,21324.165413533836,0.2064157515997067,0.25,0.25,1.0,1440
2025-05-13T19:42:00Z,1378,1560,21319.5,21329.75,21330.25,21319.25,21319.0,21329.75,21323.10868338558,21319.25,21330.25,21323.519349939248,0.41066655366739724,0.5,0.25,0.75,1378
2025-05-13T19:43:00Z,1109,1188,21329.5,21323.0,21329.75,21321.5,21321.25,21329.75,21326.29203087751,21321.75,21329.75,21326.564810727294,0.2727798497835465,0.5,0.25,0.75,1109
2025-05-13T19:44:00Z,751,853,21322.5,21322.0,21324.75,21320.0,21319.75,21324.5,21322.249805245392,21320.0,21324.75,21322.59119963843,0.3413943930390815,0.25,0.25,1.0,751
2025-05-13T19:45:00Z,2494,2828,21322.25,21314.25,21323.5,21311.5,21311.5,21323.5,21317.130397678786,21311.75,21323.75,21317.385340402256,0.2549427234698669,0.25,0.25,1.25,2494
2025-05-13T19:46:00Z,2147,2374,21314.5,21316.75,21318.75,21309.0,21309.0,21318.5,21314.249328979153,21309.25,21318.75,21314.653394982448,0.4040660032951564,0.25,0.25,0.75,2147
2025-05-13T19:47:00Z,984,1101,21316.75,21317.75,21318.5,21314.5,21314.25,21318.25,21316.3721266097,21314.75,21318.75,21316.71354349095,0.34141688124873326,0.5,0.25,0.75,984
2025-05-13T19:48:00Z,1294,1514,21317.25,21312.75,21318.5,21310.25,21310.0,21318.5,21314.702843435527,21310.5,21318.75,21315.090866856142,0.38802342061535455,0.25,0.25,0.75,1294
2025-05-13T19:49:00Z,2247,2566,21313.0,21306.25,21313.0,21303.5,21303.25,21313.0,21306.832407631005,21303.75,21313.25,21307.150341372097,0.3179337410911103,0.5,0.25,1.0,2247
2025-05-13T19:50:00Z,4695,5473,21306.5,21314.25,21331.5,21306.5,21306.75,21330.5,21321.843394886364,21306.25,21331.5,21322.486656843485,0.6432619571205578,0.5,0.25,18.5,4695
2025-05-13T19:51:00Z,4665,5344,21314.25,21301.75,21315.75,21289.5,21289.25,21315.75,21298.86921731076,21289.75,21316.0,21298.9274952919,0.058277981141145574,0.5,0.25,1.0,4665
2025-05-13T19:52:00Z,3290,3713,21301.25,21288.25,21302.25,21284.5,21284.25,21302.0,21291.59643341136,21284.5,21302.25,21291.989912963283,0.39347955192351947,0.5,0.25,1.0,3290
2025-05-13T19:53:00Z,4911,5536,21288.5,21297.25,21299.25,21275.75,21275.5,21298.75,21287.17544011902,21276.0,21299.25,21287.710711098585,0.5352709795661212,0.5,0.25,1.75,4911
2025-05-13T19:54:00Z,4726,5436,21298.0,21281.5,21303.25,21279.5,21279.5,21302.75,21289.80838536801,21280.25,21303.5,21289.960602369352,0.15221700134134153,0.5,0.25,2.75,4726
2025-05-13T19:55:00Z,6056,6824,21281.25,21277.0,21285.5,21257.5,21257.25,21284.75,21271.729844265374,21257.75,21285.75,21271.8942485356,0.16440427022462245,0.5,0.25,4.25,6056
2025-05-13T19:56:00Z,2454,2670,21277.0,21285.0,21285.5,21272.0,21271.75,21285.25,21279.110290794033,21272.25,21285.75,21279.61938607334,0.5090952793070755,0.5,0.25,1.25,2454
2025-05-13T19:57:00Z,3285,3618,21285.0,21293.75,21297.0,21280.5,21280.5,21296.5,21288.894605448822,21281.0,21297.0,21289.293066804526,0.3984613557040575,0.5,0.25,1.0,3285
2025-05-13T19:58:00Z,2441,2630,21293.5,21291.0,21296.75,21289.5,21289.25,21296.75,21293.148902490502,21289.5,21297.0,21293.488336680053,0.33943418955095694,0.5,0.25,0.75,2441
2025-05-13T19:59:00Z,7304,8281,21291.25,21270.5,21291.5,21267.5,21267.25,21291.0,21281.579003715153,21267.5,21291.5,21281.800421108594,0.22141739344078815,0.25,0.25,1.5,7304
2025-05-13T20:00:00Z,5949,6539,21270.75,21251.0,21274.75,21248.75,21248.75,21274.25,21259.669603524228,21249.5,21274.75,21260.215073676623,0.5454701523958647,0.5,0.25,1.5,5949
2025-05-13T20:01:00Z,3344,3588,21250.5,21259.5,21262.75,21248.0,21248.0,21262.5,21256.174508320728,21248.5,21263.0,21256.707245724574,0.532737403846113,0.5,0.25,0.75,3344
2025-05-13T20:02:00Z,1899,2025,21259.5,21261.5,21263.75,21253.75,21253.75,21263.25,21259.0243449947,21254.0,21264.0,21259.55561740024,0.5312724055402214,0.5,0.25,1.0,1899
2025-05-13T20:03:00Z,1660,1819,21261.25,21265.5,21266.25,21257.5,21257.5,21266.0,21261.37432378281,21258.25,21266.5,21261.983673247993,0.6093494651831861,0.5,0.25,2.0,1660
2025-05-13T20:04:00Z,1393,1530,21265.75,21265.0,21269.0,21263.25,21263.0,21268.5,21265.692100860422,21263.5,21269.0,21266.192073170732,0.49997231031011324,0.5,0.25,0.75,1393
2025-05-13T20:05:00Z,1024,1100,21265.0,21265.25,21266.25,21261.75,21261.75,21266.25,21264.3316892725,21262.5,21266.5,21264.7015013247,0.3698120521985402,0.25,0.25,0.75,1024
2025-05-13T20:06:00Z,515,563,21264.5,21264.25,21266.0,21262.5,21262.25,21265.75,21264.186376849895,21262.5,21266.25,21264.580147879464,0.39377102956859744,0.5,0.25,1.0,515
2025-05-13T20:07:00Z,490,522,21264.5,21263.25,21266.0,21262.0,21262.0,21266.0,21263.833064988292,21262.25,21266.25,21264.16451404585,0.3314490575576201,0.5,0.25,0.75,490
2025-05-13T20:08:00Z,1022,1183,21263.0,21254.0,21263.25,21253.0,21252.75,21263.0,21257.758974358974,21253.25,21263.25,21257.828819444443,0.06984508546884172,0.5,0.25,1.0,1022
2025-05-13T20:09:00Z,828,927,21254.0,21248.25,21254.5,21247.25,21247.25,21254.5,21250.51852750809,21248.0,21254.75,21250.940674053556,0.42214654546478414,0.25,0.25,0.5,828
2025-05-13T20:10:00Z,865,939,21248.5,21250.5,21253.75,21247.5,21247.5,21253.25,21250.9698104892,21247.75,21253.75,21251.28705148206,0.31724099285929697,0.5,0.25,0.5,865
2025-05-13T20:11:00Z,951,1214,21250.5,21256.0,21257.0,21247.0,21247.0,21257.0,21251.746967534786,21247.5,21257.25,21252.22200069348,0.4750331586947141,0.25,0.25,0.5,951
2025-05-13T20:12:00Z,714,825,21256.0,21258.25,21259.5,21251.5,21251.5,21258.25,21255.359915314042,21252.75,21259.5,21255.74834382246,0.38842850841683685,0.25,0.25,2.25,714
2025-05-13T20:13:00Z,416,444,21258.25,21254.0,21258.5,21253.0,21252.75,21258.25,21255.112248840804,21253.0,21258.75,21255.527643747486,0.41539490668219514,0.5,0.25,0.5,416
