minuto_utc,num_ticks_last,volume_total,last_first,last_last,last_high,last_low,bid_min,bid_max,bid_avg,ask_min,ask_max,ask_avg,spread_avg,spread_median,spread_min,spread_max,spread_n_amostras
2025-04-04T01:20:00Z,773,851,18669.5,18690.0,18690.75,18669.0,18669.0,18690.5,18683.029430789134,18669.75,18691.0,18683.577619663647,0.5481888745125616,0.5,0.25,1.25,773
2025-04-04T01:21:00Z,594,655,18690.5,18694.75,18698.25,18687.75,18687.5,18697.75,18693.699494949495,18688.25,18698.0,18694.239057239058,0.5395622895630368,0.5,0.25,1.25,594
2025-04-04T01:22:00Z,400,437,18694.5,18698.75,18699.75,18692.25,18692.0,18699.5,18694.978125,18692.25,18699.75,18695.539375,0.5612499999988358,0.5,0.25,1.25,400
2025-04-04T01:23:00Z,242,266,18698.0,18696.5,18699.75,18695.0,18695.5,18699.0,18697.18078512397,18695.75,18699.5,18697.75,0.569214876031765,0.5,0.25,1.0,242
2025-04-04T01:24:00Z,328,390,18696.5,18695.75,18700.5,18692.5,18692.75,18700.0,18696.371951219513,18693.5,18700.25,18696.909298780487,0.5373475609740126,0.5,0.25,1.25,328
2025-04-04T01:25:00Z,235,260,18695.75,18697.25,18700.5,18695.25,18695.0,18700.25,18697.03510638298,18695.25,18700.5,18697.53085106383,0.49574468085120316,0.5,0.25,0.75,235
2025-04-04T01:26:00Z,234,254,18696.75,18695.75,18699.0,18694.5,18694.25,18699.0,18696.17948717949,18694.5,18699.25,18696.722222222223,0.5427350427344209,0.5,0.25,1.0,234
2025-04-04T01:27:00Z,514,600,18695.75,18680.0,18695.75,18678.75,18678.75,18695.25,18686.205252918287,18679.25,18695.75,18686.69455252918,0.48929961089379503,0.5,0.25,1.0,514
2025-04-04T01:28:00Z,604,661,18679.5,18673.75,18679.75,18666.0,18666.0,18679.5,18672.73882450331,18666.5,18679.75,18673.259933774836,0.5211092715253471,0.5,0.25,1.0,604
2025-04-04T01:29:00Z,280,309,18674.25,18672.75,18678.0,18671.75,18671.75,18677.75,18675.06875,18672.5,18678.0,18675.64285714286,0.5741071428601572,0.5,0.25,1.0,280
2025-04-04T01:30:00Z,325,377,18672.0,18671.0,18678.75,18667.5,18667.75,18677.75,18672.24923076923,18668.25,18678.5,18672.80846153846,0.5592307692313625,0.5,0.25,0.75,325
2025-04-04T01:31:00Z,218,245,18671.75,18668.5,18672.0,18666.75,18666.75,18671.75,18668.467889908257,18667.5,18672.0,18669.02752293578,0.559633027522068,0.5,0.25,1.0,218
2025-04-04T01:32:00Z,500,566,18667.5,18659.75,18668.5,18657.5,18657.75,18667.5,18663.079,18658.25,18668.0,18663.59,0.510999999998603,0.5,0.25,1.0,500
2025-04-04T01:33:00Z,458,480,18660.5,18659.25,18661.75,18654.25,18654.5,18661.0,18657.971069868996,18655.25,18661.5,18658.542576419215,0.5715065502190555,0.5,0.25,1.0,458
2025-04-04T01:34:00Z,339,366,18659.0,18659.25,18662.5,18655.75,18655.75,18662.0,18658.99778761062,18656.0,18662.5,18659.51179941003,0.5140117994087632,0.5,0.25,1.0,339
2025-04-04T01:35:00Z,359,391,18659.0,18654.25,18661.0,18653.0,18652.75,18660.25,18656.48537604457,18653.25,18660.5,18657.01183844011,0.5264623955408751,0.5,0.25,1.0,359
2025-04-04T01:36:00Z,306,336,18653.75,18654.75,18656.75,18650.75,18650.75,18656.5,18653.379901960783,18651.25,18657.0,18653.889705882353,0.5098039215699828,0.5,0.25,0.75,306
2025-04-04T01:37:00Z,489,616,18654.5,18654.25,18656.5,18648.75,18648.5,18655.75,18651.92229038855,18648.75,18656.25,18652.367586912067,0.4452965235177544,0.5,0.25,0.75,489
2025-04-04T01:38:00Z,308,324,18654.25,18651.0,18655.5,18649.0,18648.75,18655.5,18652.26866883117,18649.25,18655.75,18652.804383116883,0.535714285713766,0.5,0.25,1.5,308
2025-04-04T01:39:00Z,177,193,18651.25,18652.0,18653.25,18648.5,18648.5,18653.25,18651.141242937854,18649.0,18653.5,18651.66384180791,0.5225988700549351,0.5,0.25,1.0,177
2025-04-04T01:40:00Z,277,290,18652.5,18657.0,18657.75,18650.5,18650.5,18657.0,18653.149819494585,18650.75,18657.5,18653.742779783395,0.5929602888099907,0.5,0.25,1.0,277
2025-04-04T01:41:00Z,471,494,18657.25,18659.5,18663.25,18656.25,18656.0,18662.5,18659.478237791933,18656.5,18663.25,18660.043524416134,0.5652866242016898,0.5,0.25,1.0,471
2025-04-04T01:42:00Z,244,261,18659.75,18657.5,18661.5,18655.0,18654.75,18660.5,18657.254098360656,18655.0,18661.0,18657.811475409835,0.5573770491791947,0.5,0.25,0.75,244
2025-04-04T01:43:00Z,231,243,18657.75,18659.0,18660.25,18651.75,18651.75,18659.5,18655.18181818182,18652.25,18660.25,18655.771645021647,0.5898268398268556,0.5,0.25,0.75,231
2025-04-04T01:44:00Z,100,103,18658.75,18658.0,18659.5,18654.25,18653.75,18659.0,18656.415,18654.25,18659.5,18656.9275,0.5125000000007276,0.5,0.25,0.75,100
2025-04-04T01:45:00Z,393,414,18656.25,18657.5,18662.75,18651.0,18651.0,18662.25,18656.12786259542,18651.5,18662.75,18656.659669211196,0.5318066157778958,0.5,0.25,1.0,393
2025-04-04T01:46:00Z,223,248,18658.25,18663.5,18664.0,18656.75,18656.75,18663.0,18660.46860986547,18657.0,18663.75,18661.025784753365,0.5571748878937797,0.5,0.25,1.0,223
2025-04-04T01:47:00Z,428,489,18662.5,18670.25,18670.75,18662.25,18662.0,18670.25,18666.207359813085,18662.5,18670.75,18666.75408878505,0.5467289719636028,0.5,0.25,1.0,428
2025-04-04T01:48:00Z,345,352,18670.25,18669.5,18673.0,18666.25,18666.0,18672.75,18669.81231884058,18666.75,18673.0,18670.35724637681,0.5449275362298067,0.5,0.25,1.0,345
2025-04-04T01:49:00Z,332,348,18669.5,18660.0,18670.5,18658.5,18658.0,18670.5,18663.411897590362,18658.5,18671.0,18663.95858433735,0.5466867469876888,0.5,0.25,1.75,332
2025-04-04T01:50:00Z,407,428,18660.75,18651.25,18661.75,18651.0,18651.0,18661.25,18655.243857493857,18651.5,18661.75,18655.785626535628,0.541769041770749,0.5,0.25,1.25,407
2025-04-04T01:51:00Z,842,901,18650.75,18647.75,18650.75,18641.0,18641.25,18650.75,18645.45427553444,18641.75,18651.0,18645.996733966746,0.5424584323045565,0.5,0.25,1.0,842
2025-04-04T01:52:00Z,394,435,18647.5,18651.25,18651.75,18645.75,18645.75,18651.75,18648.60913705584,18646.25,18652.0,18649.20114213198,0.5920050761415041,0.5,0.25,1.25,394
2025-04-04T01:53:00Z,382,403,18651.75,18649.0,18659.5,18649.0,18649.5,18659.25,18653.99607329843,18650.0,18660.0,18654.548429319373,0.5523560209439893,0.5,0.25,1.25,382
2025-04-04T01:54:00Z,326,342,18650.25,18645.0,18655.0,18645.0,18645.0,18654.75,18650.03144171779,18645.25,18655.5,18650.61426380368,0.5828220858893474,0.5,0.25,1.0,326
2025-04-04T01:55:00Z,669,714,18644.75,18639.75,18651.75,18639.5,18639.5,18651.5,18643.691330343798,18640.0,18651.75,18644.389013452914,0.697683109116042,0.5,0.25,2.0,669
2025-04-04T01:56:00Z,565,617,18640.25,18638.25,18642.5,18633.25,18633.5,18641.5,18637.65442477876,18633.75,18642.0,18638.188053097347,0.5336283185861248,0.5,0.25,1.0,565
2025-04-04T01:57:00Z,570,605,18638.5,18637.0,18642.25,18634.5,18634.5,18642.0,18638.226754385963,18634.75,18642.5,18639.019298245614,0.7925438596503227,0.5,0.25,2.75,570
2025-04-04T01:58:00Z,292,319,18636.0,18641.5,18642.75,18635.0,18635.25,18642.25,18638.55051369863,18635.75,18643.0,18639.112157534248,0.5616438356191793,0.5,0.25,1.0,292
2025-04-04T01:59:00Z,205,214,18641.75,18639.5,18641.75,18635.5,18635.5,18641.5,18638.13048780488,18636.0,18641.75,18638.713414634145,0.5829268292654888,0.5,0.25,1.5,205
2025-04-04T02:00:00Z,339,351,18640.0,18642.0,18644.25,18637.25,18637.25,18643.5,18640.16814159292,18637.5,18644.25,18640.743362831858,0.5752212389379565,0.5,0.25,1.0,339
2025-04-04T02:01:00Z,374,397,18641.75,18643.0,18646.5,18640.5,18640.5,18646.25,18643.85026737968,18641.0,18646.75,18644.405748663103,0.5554812834234326,0.5,0.25,1.0,374
2025-04-04T02:02:00Z,278,291,18643.0,18640.0,18644.75,18639.25,18639.25,18644.5,18640.81834532374,18639.5,18645.0,18641.366007194243,0.5476618705033616,0.5,0.25,1.0,278
2025-04-04T02:03:00Z,195,200,18640.75,18646.75,18646.75,18639.5,18639.5,18646.5,18642.610256410255,18639.75,18646.75,18643.146153846155,0.5358974359005515,0.5,0.25,0.75,195
2025-04-04T02:04:00Z,175,179,18647.0,18645.25,18648.0,18643.5,18643.5,18647.5,18645.555714285714,18644.0,18647.75,18646.08142857143,0.5257142857153667,0.5,0.25,0.75,175
2025-04-04T02:05:00Z,435,457,18645.5,18649.75,18653.25,18643.0,18642.75,18653.0,18647.96379310345,18643.0,18653.5,18648.466666666667,0.5028735632185999,0.5,0.25,1.0,435
2025-04-04T02:06:00Z,418,447,18650.5,18653.5,18657.25,18649.25,18649.25,18656.5,18653.07177033493,18649.75,18657.25,18653.665071770334,0.5933014354050101,0.5,0.25,1.0,418
2025-04-04T02:07:00Z,336,384,18653.25,18659.25,18660.5,18652.0,18652.0,18660.25,18656.97619047619,18652.5,18660.75,18657.494047619046,0.517857142855064,0.5,0.25,1.0,336
2025-04-04T02:08:00Z,392,421,18659.0,18662.5,18664.5,18658.75,18659.0,18663.75,18661.870535714286,18659.5,18664.25,18662.42729591837,0.5567602040828206,0.5,0.25,1.0,392
2025-04-04T02:09:00Z,379,469,18662.5,18669.5,18669.5,18660.5,18660.5,18669.25,18663.895778364116,18661.25,18669.5,18664.47295514512,0.5771767810038,0.5,0.25,1.5,379
2025-04-04T02:10:00Z,662,784,18669.0,18671.75,18676.0,18667.75,18667.5,18675.5,18671.54569486405,18667.75,18675.75,18672.05324773414,0.5075528700908762,0.5,0.25,1.0,662
2025-04-04T02:11:00Z,329,349,18671.75,18674.0,18676.25,18667.75,18667.5,18676.0,18671.566109422492,18668.0,18676.25,18672.12613981763,0.560030395135982,0.5,0.25,0.75,329
2025-04-04T02:12:00Z,292,328,18673.25,18675.5,18677.0,18671.25,18671.25,18676.75,18674.11815068493,18672.0,18677.0,18674.672089041094,0.5539383561626892,0.5,0.25,2.25,292
2025-04-04T02:13:00Z,191,234,18675.0,18674.75,18675.75,18672.0,18672.0,18675.5,18673.744764397907,18672.75,18675.75,18674.274869109948,0.5301047120410658,0.5,0.25,1.0,191
2025-04-04T02:14:00Z,247,263,18675.0,18677.0,18679.0,18674.75,18674.75,18679.0,18677.02024291498,18675.0,18679.25,18677.506072874494,0.48582995951437624,0.5,0.25,1.0,247
2025-04-04T02:15:00Z,224,280,18676.5,18676.5,18680.0,18676.25,18676.5,18679.75,18678.35714285714,18677.0,18680.0,18678.8125,0.455357142858702,0.5,0.25,0.75,224
2025-04-04T02:16:00Z,279,325,18676.5,18677.25,18680.0,18672.75,18672.25,18678.75,18675.41129032258,18672.75,18679.5,18675.960573476703,0.549283154123259,0.5,0.25,0.75,279
2025-04-04T02:17:00Z,185,204,18677.5,18676.0,18679.25,18673.5,18673.75,18678.5,18676.839189189188,18674.5,18679.0,18677.382432432434,0.543243243246252,0.5,0.25,1.0,185
2025-04-04T02:18:00Z,412,438,18676.0,18674.0,18676.25,18667.75,18668.0,18676.0,18671.07099514563,18668.5,18676.25,18671.62317961165,0.552184466021572,0.5,0.25,1.75,412
2025-04-04T02:19:00Z,196,211,18674.5,18674.25,18676.25,18672.0,18671.5,18675.75,18674.505102040817,18672.0,18676.25,18675.01020408163,0.5051020408136537,0.5,0.25,0.75,196
2025-04-04T02:20:00Z,534,559,18673.5,18671.5,18679.25,18669.25,18669.25,18678.0,18674.239232209737,18669.75,18678.75,18675.11657303371,0.8773408239721903,0.5,0.25,2.5,534
